"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"98146","SEATTLE, WA",,"G",1831,"G",12026,"G",51207,282,"SEATTLE","WA","KING"
"98148","SEATTLE, WA",,"G",3213,"G",27886,"G",116444,337,"SEATTLE","WA","KING"
"98154","SEATTLE, WA",,"G",1783,"G",48326,"G",187487,96,"SEATTLE","WA","KING"
"98155","SEATTLE, WA",,"G",4478,"G",35021,"G",152451,669,"SEATTLE","WA","KING"
"98158","SEATTLE, WA",,"G",5525,"G",48867,"G",195768,96,"SEATTLE","WA","KING"
"98160","SEATTLE, WA",,"G",2,"G",42,"G",197,3,"SEATTLE","WA","KING"
"98161","SEATTLE, WA",,"G",817,"G",30155,"G",98165,29,"SEATTLE","WA","KING"
"98164","SEATTLE, WA",,"G",892,"G",25141,"G",96918,43,"SEATTLE","WA","KING"
"98165","SEATTLE, WA","B","D",0,"D",0,"D",0,12,"SEATTLE","WA","KING"
"98166","SEATTLE, WA",,"G",5795,"H",51596,"H",224790,670,"SEATTLE","WA","KING"
"98168","SEATTLE, WA",,"G",12151,"G",158517,"G",627827,699,"SEATTLE","WA","KING"
"98174","SEATTLE, WA",,"H",38,"H",305,"H",1113,8,"SEATTLE","WA","KING"
"98175","SEATTLE, WA",,"G",7,"S",0,"H",104,3,"SEATTLE","WA","KING"
"98177","SEATTLE, WA",,"G",1602,"G",14933,"G",64634,380,"SEATTLE","WA","KING"
"98178","SEATTLE, WA",,"G",1732,"G",13571,"G",56495,191,"SEATTLE","WA","KING"
"98181","SEATTLE, WA","E","D",0,"D",0,"D",0,7,"SEATTLE","WA","KING"
"98188","SEATTLE, WA",,"G",34607,"H",400495,"G",1580884,1436,"SEATTLE","WA","KING"
"98191","SEATTLE, WA","G","D",0,"D",0,"D",0,8,"SEATTLE","WA","KING"
"98194","SEATTLE, WA","A","S",0,"H",131,"H",668,5,"SEATTLE","WA","KING"
"98195","SEATTLE, WA",,"G",225,"G",2411,"G",10325,22,"SEATTLE","WA","KING"
"98198","SEATTLE, WA",,"G",4290,"G",29929,"G",124091,460,"SEATTLE","WA","KING"
"98199","SEATTLE, WA",,"G",5428,"G",69523,"G",303175,606,"SEATTLE","WA","KING"
"98201","EVERETT, WA",,"G",17165,"G",213825,"G",873176,1276,"EVERETT","WA","SNOHOMISH"
"98203","EVERETT, WA",,"G",12327,"G",149555,"G",608134,679,"EVERETT","WA","SNOHOMISH"
"98204","EVERETT, WA",,"G",47021,"G",844728,"G",3380606,808,"EVERETT","WA","SNOHOMISH"
"98205","EVERETT, WA",,"G",666,"H",7731,"H",30841,91,"EVERETT","WA","SNOHOMISH"
"98206","EVERETT, WA","H","D",0,"D",0,"D",0,34,"EVERETT","WA","SNOHOMISH"
"98207","EVERETT, WA",,"G",254,"G",1248,"G",5003,15,"EVERETT","WA","SNOHOMISH"
"98208","EVERETT, WA",,"G",9928,"G",71276,"G",298083,1001,"EVERETT","WA","SNOHOMISH"
"98213","EVERETT, WA","F","D",0,"D",0,"D",0,11,"EVERETT","WA","SNOHOMISH"
"98220","ACME, WA",,"H",83,"S",0,"H",2619,15,"ACME","WA","WHATCOM"
"98221","ANACORTES, WA",,"G",6919,"G",77236,"G",317894,697,"ANACORTES","WA","SKAGIT"
"98222","BLAKELY ISLAND, WA",,"G",7,"G",86,"G",329,6,"BLAKELY ISLAND","WA","SAN JUAN"
"98223","ARLINGTON, WA",,"G",9904,"G",84938,"G",360015,975,"ARLINGTON","WA","SNOHOMISH"
"98224","BARING, WA","A","D",0,"D",0,"D",0,1,"BARING","WA","KING"
"98225","BELLINGHAM, WA",,"G",23023,"G",214470,"G",894368,2004,"BELLINGHAM","WA","WHATCOM"
"98226","BELLINGHAM, WA",,"G",20287,"G",182401,"G",777752,1465,"BELLINGHAM","WA","WHATCOM"
"98227","BELLINGHAM, WA",,"G",606,"G",7205,"G",22418,29,"BELLINGHAM","WA","WHATCOM"
"98228","BELLINGHAM, WA",,"G",162,"H",2804,"G",8854,27,"BELLINGHAM","WA","WHATCOM"
"98229","BELLINGHAM, WA",,"G",3266,"G",29149,"G",125203,517,"BELLINGHAM","WA","WHATCOM"
"98230","BLAINE, WA",,"G",4597,"G",83986,"G",287996,376,"BLAINE","WA","WHATCOM"
"98231","BLAINE, WA",,"G",158,"G",1573,"G",6452,16,"BLAINE","WA","WHATCOM"
"98232","BOW, WA",,"G",889,"G",7665,"G",30496,97,"BOW","WA","SKAGIT"
"98233","BURLINGTON, WA",,"G",9875,"G",84554,"G",366438,698,"BURLINGTON","WA","SKAGIT"
"98235","CLEARLAKE, WA",,"G",92,"G",576,"G",4293,7,"CLEARLAKE","WA","SKAGIT"
"98236","CLINTON, WA",,"G",661,"G",4234,"G",18126,148,"CLINTON","WA","ISLAND"
"98237","CONCRETE, WA",,"G",464,"G",4255,"G",18006,61,"CONCRETE","WA","SKAGIT"
"98238","CONWAY, WA",,"G",64,"G",590,"G",2899,11,"CONWAY","WA","SKAGIT"
"98239","COUPEVILLE, WA",,"H",1757,"H",18004,"H",71614,196,"COUPEVILLE","WA","ISLAND"
"98240","CUSTER, WA",,"H",303,"G",1952,"G",8424,65,"CUSTER","WA","WHATCOM"
"98241","DARRINGTON, WA",,"H",314,"H",3294,"H",13673,40,"DARRINGTON","WA","SNOHOMISH"
"98243","DEER HARBOR, WA",,"G",99,"H",862,"G",4604,27,"DEER HARBOR","WA","SAN JUAN"
"98244","DEMING, WA",,"G",824,"G",5176,"G",21922,71,"DEMING","WA","WHATCOM"
"98245","EASTSOUND, WA",,"G",1147,"G",8730,"G",40724,239,"EASTSOUND","WA","SAN JUAN"
"98247","EVERSON, WA",,"H",1246,"G",8738,"G",40926,200,"EVERSON","WA","WHATCOM"
"98248","FERNDALE, WA",,"G",7705,"G",82418,"G",339749,562,"FERNDALE","WA","WHATCOM"
"98249","FREELAND, WA",,"G",1215,"G",8110,"G",36393,184,"FREELAND","WA","ISLAND"
"98250","FRIDAY HARBOR, WA",,"G",2054,"G",14439,"G",71758,489,"FRIDAY HARBOR","WA","SAN JUAN"
"98251","GOLD BAR, WA",,"G",171,"G",789,"G",3947,45,"GOLD BAR","WA","SNOHOMISH"
"98252","GRANITE FALLS, WA",,"G",782,"G",6062,"G",27936,138,"GRANITE FALLS","WA","SNOHOMISH"
"98253","GREENBANK, WA","B","S",0,"G",716,"G",3105,30,"GREENBANK","WA","ISLAND"
"98255","HAMILTON, WA","C","D",0,"D",0,"D",0,6,"HAMILTON","WA","SKAGIT"
"98256","INDEX, WA","A","S",0,"S",0,"G",197,5,"INDEX","WA","SNOHOMISH"
"98257","LA CONNER, WA",,"G",706,"G",5892,"G",24701,133,"LA CONNER","WA","SKAGIT"
"98258","LAKE STEVENS, WA",,"G",3450,"G",22639,"G",101321,511,"LAKE STEVENS","WA","SNOHOMISH"
"98259","NORTH LAKEWOOD, WA",,"G",25,"G",87,"G",353,3,"NORTH LAKEWOOD","WA","SNOHOMISH"
"98260","LANGLEY, WA",,"G",1111,"G",7655,"G",36664,212,"LANGLEY","WA","ISLAND"
"98261","LOPEZ ISLAND, WA",,"H",421,"G",2368,"G",11445,130,"LOPEZ ISLAND","WA","SAN JUAN"
"98262","LUMMI ISLAND, WA",,"G",119,"G",559,"G",2443,24,"LUMMI ISLAND","WA","WHATCOM"
"98263","LYMAN, WA",,"H",41,"G",193,"G",773,7,"LYMAN","WA","SKAGIT"
"98264","LYNDEN, WA",,"G",5427,"G",44382,"G",188504,608,"LYNDEN","WA","WHATCOM"
"98266","MAPLE FALLS, WA",,"G",192,"G",934,"G",4118,33,"MAPLE FALLS","WA","WHATCOM"
"98267","MARBLEMOUNT, WA",,"G",4,"S",0,"G",127,4,"MARBLEMOUNT","WA","SKAGIT"
"98270","MARYSVILLE, WA",,"G",5941,"G",41297,"G",170927,770,"MARYSVILLE","WA","SNOHOMISH"
"98271","MARYSVILLE, WA",,"G",10505,"G",87276,"G",352827,554,"MARYSVILLE","WA","SNOHOMISH"
"98272","MONROE, WA",,"G",7164,"G",59016,"G",254849,762,"MONROE","WA","SNOHOMISH"
"98273","MOUNT VERNON, WA",,"G",10240,"G",81679,"G",348851,965,"MOUNT VERNON","WA","SKAGIT"
"98274","MOUNT VERNON, WA",,"H",3774,"H",40519,"H",166904,234,"MOUNT VERNON","WA","SKAGIT"
"98275","MUKILTEO, WA",,"G",7796,"G",88771,"G",382157,626,"MUKILTEO","WA","SNOHOMISH"
"98276","NOOKSACK, WA",,"H",84,"G",519,"G",2236,18,"NOOKSACK","WA","WHATCOM"
"98277","OAK HARBOR, WA",,"G",5072,"G",33459,"G",141367,637,"OAK HARBOR","WA","ISLAND"
"98278","OAK HARBOR, WA",,"G",438,"G",5122,"G",22906,35,"OAK HARBOR","WA","ISLAND"
"98279","OLGA, WA",,"H",81,"G",435,"G",2019,21,"OLGA","WA","SAN JUAN"
"98280","ORCAS, WA",,"H",120,"G",791,"G",3935,22,"ORCAS","WA","SAN JUAN"
"98281","POINT ROBERTS, WA",,"G",239,"G",1351,"G",6579,50,"POINT ROBERTS","WA","WHATCOM"
"98282","CAMANO ISLAND, WA",,"G",912,"G",5231,"G",23725,229,"CAMANO ISLAND","WA","ISLAND"
"98283","ROCKPORT, WA","A","S",0,"S",0,"H",475,11,"ROCKPORT","WA","SKAGIT"
"98284","SEDRO WOOLLEY, WA",,"G",3663,"G",33952,"G",169703,393,"SEDRO WOOLLEY","WA","SKAGIT"
"98286","SHAW ISLAND, WA","B","D",0,"D",0,"D",0,9,"SHAW ISLAND","WA","SAN JUAN"
"98287","SILVANA, WA",,"G",24,"H",135,"H",592,6,"SILVANA","WA","SNOHOMISH"
"98288","SKYKOMISH, WA","F","D",0,"D",0,"D",0,11,"SKYKOMISH","WA","KING"
"98290","SNOHOMISH, WA",,"G",5215,"G",38545,"G",175103,822,"SNOHOMISH","WA","SNOHOMISH"
"98291","SNOHOMISH, WA",,"G",290,"G",3049,"G",14699,22,"SNOHOMISH","WA","SNOHOMISH"
"98292","STANWOOD, WA",,"G",3541,"G",27397,"G",115795,478,"STANWOOD","WA","SNOHOMISH"
"98293","STARTUP, WA",,"H",50,"G",314,"G",1287,7,"STARTUP","WA","SNOHOMISH"
"98294","SULTAN, WA",,"H",610,"G",4988,"G",21099,123,"SULTAN","WA","SNOHOMISH"
"98295","SUMAS, WA",,"G",568,"H",5486,"H",22181,74,"SUMAS","WA","WHATCOM"
"98296","SNOHOMISH, WA",,"G",2747,"G",22588,"G",105864,516,"SNOHOMISH","WA","SNOHOMISH"
"98297","WALDRON, WA","A","D",0,"D",0,"D",0,1,"WALDRON","WA","SAN JUAN"
"98303","ANDERSON ISLAND, WA","C","D",0,"D",0,"D",0,21,"ANDERSON ISLAND","WA","PIERCE"
"98304","ASHFORD, WA",,"G",178,"H",1039,"H",6382,32,"ASHFORD","WA","PIERCE"
"98305","BEAVER, WA",,"G",104,"G",723,"G",5148,10,"BEAVER","WA","CLALLAM"
"98310","BREMERTON, WA",,"G",6429,"G",63742,"G",264635,414,"BREMERTON","WA","KITSAP"
"98311","BREMERTON, WA",,"G",3071,"G",19397,"G",76665,265,"BREMERTON","WA","KITSAP"
"98312","BREMERTON, WA",,"G",6857,"G",63857,"G",275198,552,"BREMERTON","WA","KITSAP"
"98314","BREMERTON, WA",,"G",214,"G",2026,"G",7347,26,"BREMERTON","WA","KITSAP"
"98315","SILVERDALE, WA",,"G",1269,"G",12579,"G",50635,37,"SILVERDALE","WA","KITSAP"
"98320","BRINNON, WA","B","S",0,"G",187,"G",1020,21,"BRINNON","WA","JEFFERSON"
"98321","BUCKLEY, WA",,"G",1161,"G",8626,"G",41230,248,"BUCKLEY","WA","PIERCE"
"98322","BURLEY, WA","A","D",0,"D",0,"D",0,4,"BURLEY","WA","KITSAP"
"98323","CARBONADO, WA",,"G",43,"G",309,"G",1615,11,"CARBONADO","WA","PIERCE"
"98324","CARLSBORG, WA",,"G",65,"G",728,"G",3120,13,"CARLSBORG","WA","CLALLAM"
"98325","CHIMACUM, WA",,"H",158,"H",743,"G",3287,41,"CHIMACUM","WA","JEFFERSON"
"98326","CLALLAM BAY, WA",,"G",67,"G",219,"G",1181,11,"CLALLAM BAY","WA","CLALLAM"
"98327","DUPONT, WA",,"G",4443,"G",96679,"G",341000,116,"DUPONT","WA","PIERCE"
"98328","EATONVILLE, WA",,"G",686,"G",5032,"G",22044,145,"EATONVILLE","WA","PIERCE"
"98329","GIG HARBOR, WA",,"G",576,"G",4082,"G",19091,112,"GIG HARBOR","WA","PIERCE"
"98330","ELBE, WA",,"G",65,"G",512,"G",2428,8,"ELBE","WA","PIERCE"
"98331","FORKS, WA",,"H",1233,"H",8369,"H",37732,150,"FORKS","WA","CLALLAM"
"98332","GIG HARBOR, WA",,"G",3675,"G",32662,"G",138582,395,"GIG HARBOR","WA","PIERCE"
"98333","FOX ISLAND, WA",,"G",243,"G",1447,"G",6583,67,"FOX ISLAND","WA","PIERCE"
"98335","GIG HARBOR, WA",,"G",6920,"G",53921,"G",235054,944,"GIG HARBOR","WA","PIERCE"
"98336","GLENOMA, WA",,"G",39,"G",221,"G",1101,11,"GLENOMA","WA","LEWIS"
"98337","BREMERTON, WA",,"H",2014,"H",17583,"H",72818,182,"BREMERTON","WA","KITSAP"
"98338","GRAHAM, WA",,"G",1297,"G",9756,"G",40572,278,"GRAHAM","WA","PIERCE"
"98339","PORT HADLOCK, WA",,"G",856,"G",6473,"G",27479,107,"PORT HADLOCK","WA","JEFFERSON"
"98340","HANSVILLE, WA",,"G",113,"G",874,"G",4149,45,"HANSVILLE","WA","KITSAP"
"98342","INDIANOLA, WA",,"H",43,"H",164,"H",770,19,"INDIANOLA","WA","KITSAP"
"98343","JOYCE, WA","A","S",0,"S",0,"H",148,4,"JOYCE","WA","CLALLAM"
"98344","KAPOWSIN, WA","A","D",0,"D",0,"D",0,3,"KAPOWSIN","WA","PIERCE"
"98345","KEYPORT, WA",,"G",387,"G",5930,"G",22132,18,"KEYPORT","WA","KITSAP"
"98346","KINGSTON, WA",,"G",1346,"G",8917,"G",42261,237,"KINGSTON","WA","KITSAP"
"98348","LA GRANDE, WA","A","D",0,"D",0,"D",0,1,"LA GRANDE","WA","PIERCE"
"98349","LAKEBAY, WA",,"G",250,"G",1319,"G",5613,50,"LAKEBAY","WA","PIERCE"
"98350","LA PUSH, WA","A","D",0,"D",0,"D",0,2,"LA PUSH","WA","CLALLAM"
"98351","LONGBRANCH, WA",,"G",73,"G",287,"G",1772,12,"LONGBRANCH","WA","PIERCE"
"98352","SUMNER, WA","F","D",0,"D",0,"D",0,2,"SUMNER","WA","PIERCE"
"98353","MANCHESTER, WA",,"G",48,"G",285,"G",1148,11,"MANCHESTER","WA","KITSAP"
"98354","MILTON, WA",,"G",1401,"G",10559,"G",44154,166,"MILTON","WA","PIERCE"
"98355","MINERAL, WA",,"H",46,"G",475,"G",2122,13,"MINERAL","WA","LEWIS"
"98356","MORTON, WA",,"G",909,"G",8899,"G",39523,77,"MORTON","WA","LEWIS"
"98357","NEAH BAY, WA","B","S",0,"H",390,"H",2274,10,"NEAH BAY","WA","CLALLAM"
"98358","NORDLAND, WA",,"H",32,"G",224,"H",1192,18,"NORDLAND","WA","JEFFERSON"
"98359","OLALLA, WA",,"G",298,"G",2101,"G",9959,67,"OLALLA","WA","KITSAP"
"98360","ORTING, WA",,"G",1034,"G",9364,"G",37056,153,"ORTING","WA","PIERCE"
"98361","PACKWOOD, WA",,"H",120,"G",454,"H",2238,29,"PACKWOOD","WA","LEWIS"
"98362","PORT ANGELES, WA",,"G",7539,"G",60590,"G",255092,879,"PORT ANGELES","WA","CLALLAM"
"98363","PORT ANGELES, WA",,"G",1893,"G",19718,"G",85113,208,"PORT ANGELES","WA","CLALLAM"
"98364","PORT GAMBLE, WA",,"H",43,"H",539,"H",2476,9,"PORT GAMBLE","WA","KITSAP"
"98365","PORT LUDLOW, WA",,"H",297,"H",2251,"H",9829,89,"PORT LUDLOW","WA","JEFFERSON"
"98366","PORT ORCHARD, WA",,"G",6050,"G",40410,"G",172412,678,"PORT ORCHARD","WA","KITSAP"
"98367","PORT ORCHARD, WA",,"G",1426,"H",10972,"H",48641,295,"PORT ORCHARD","WA","KITSAP"
"98368","PORT TOWNSEND, WA",,"G",4793,"G",37283,"G",157381,714,"PORT TOWNSEND","WA","JEFFERSON"
"98370","POULSBO, WA",,"G",8976,"G",96198,"G",407417,835,"POULSBO","WA","KITSAP"
"98371","PUYALLUP, WA",,"G",7756,"G",71681,"G",305267,613,"PUYALLUP","WA","PIERCE"
"98372","PUYALLUP, WA",,"H",6988,"H",73840,"H",342349,542,"PUYALLUP","WA","PIERCE"
"98373","PUYALLUP, WA",,"G",10312,"G",87683,"G",360940,822,"PUYALLUP","WA","PIERCE"
"98374","PUYALLUP, WA",,"G",4563,"H",35404,"G",152483,387,"PUYALLUP","WA","PIERCE"
"98375","PUYALLUP, WA",,"G",3306,"G",22953,"G",100055,335,"PUYALLUP","WA","PIERCE"
"98376","QUILCENE, WA",,"H",174,"G",533,"G",2545,39,"QUILCENE","WA","JEFFERSON"
"98377","RANDLE, WA","E","S",0,"H",2935,"H",12646,36,"RANDLE","WA","LEWIS"
"98380","SEABECK, WA",,"G",248,"G",1389,"G",6148,78,"SEABECK","WA","KITSAP"
"98381","SEKIU, WA","A","D",0,"D",0,"D",0,9,"SEKIU","WA","CLALLAM"
"98382","SEQUIM, WA",,"G",5847,"G",37054,"G",158604,805,"SEQUIM","WA","CLALLAM"
"98383","SILVERDALE, WA",,"G",11249,"G",79622,"G",328049,867,"SILVERDALE","WA","KITSAP"
"98384","SOUTH COLBY, WA","A","D",0,"D",0,"D",0,2,"SOUTH COLBY","WA","KITSAP"
"98385","SOUTH PRAIRIE, WA",,"G",38,"G",163,"G",741,11,"SOUTH PRAIRIE","WA","PIERCE"
"98386","SOUTHWORTH, WA",,"G",39,"G",94,"G",368,5,"SOUTHWORTH","WA","KITSAP"
"98387","SPANAWAY, WA",,"G",2958,"G",19304,"G",82897,385,"SPANAWAY","WA","PIERCE"
"98388","STEILACOOM, WA",,"G",266,"G",2169,"G",8896,63,"STEILACOOM","WA","PIERCE"
"98390","SUMNER, WA",,"G",11460,"G",121665,"G",510991,610,"SUMNER","WA","PIERCE"
"98391","BONNEY LAKE, WA",,"H",3304,"G",20999,"G",92925,469,"BONNEY LAKE","WA","PIERCE"
"98392","SUQUAMISH, WA","G","S",0,"S",0,"H",34103,39,"SUQUAMISH","WA","KITSAP"
"98393","TRACYTON, WA",,"G",41,"G",154,"G",622,12,"TRACYTON","WA","KITSAP"
"98394","VAUGHN, WA","B","S",0,"G",364,"G",1591,19,"VAUGHN","WA","PIERCE"
"98395","WAUNA, WA",,"G",10,"G",75,"G",337,5,"WAUNA","WA","PIERCE"
"98396","WILKESON, WA","B","D",0,"D",0,"D",0,9,"WILKESON","WA","PIERCE"
"98397","LONGMIRE, WA","B","D",0,"D",0,"D",0,4,"LONGMIRE","WA","PIERCE"
"98398","PARADISE INN, WA","A","D",0,"D",0,"D",0,6,"PARADISE INN","WA","PIERCE"
"98401","TACOMA, WA",,"G",946,"G",13499,"G",57343,31,"TACOMA","WA","PIERCE"
"98402","TACOMA, WA",,"G",16278,"G",233918,"G",960640,768,"TACOMA","WA","PIERCE"
"98403","TACOMA, WA",,"G",1459,"G",11427,"G",52841,198,"TACOMA","WA","PIERCE"
"98404","TACOMA, WA",,"G",3794,"G",32079,"G",120788,253,"TACOMA","WA","PIERCE"
"98405","TACOMA, WA",,"G",14464,"G",163931,"G",702742,599,"TACOMA","WA","PIERCE"
"98406","TACOMA, WA",,"G",4219,"G",27524,"G",115060,441,"TACOMA","WA","PIERCE"
"98407","TACOMA, WA",,"G",2038,"G",12090,"G",51577,293,"TACOMA","WA","PIERCE"
"98408","TACOMA, WA",,"G",3228,"G",19171,"G",78663,277,"TACOMA","WA","PIERCE"
"98409","TACOMA, WA",,"G",19823,"G",171458,"G",701019,1162,"TACOMA","WA","PIERCE"
"98411","TACOMA, WA","F","D",0,"D",0,"D",0,20,"TACOMA","WA","PIERCE"
"98413","TACOMA, WA","A","D",0,"D",0,"D",0,1,"TACOMA","WA","PIERCE"
"98415","TACOMA, WA","H","D",0,"D",0,"D",0,6,"TACOMA","WA","PIERCE"
"98416","TACOMA, WA","G","D",0,"D",0,"D",0,1,"TACOMA","WA","PIERCE"
"98417","TACOMA, WA",,"G",6,"H",31,"G",147,4,"TACOMA","WA","PIERCE"
"98418","TACOMA, WA",,"G",952,"G",7377,"G",29229,148,"TACOMA","WA","PIERCE"
"98419","TACOMA, WA",,"G",5,"G",29,"G",135,4,"TACOMA","WA","PIERCE"
"98421","TACOMA, WA",,"G",8383,"G",100719,"G",419231,331,"TACOMA","WA","PIERCE"
"98422","TACOMA, WA",,"G",1673,"G",17582,"G",76008,228,"TACOMA","WA","PIERCE"
"98424","TACOMA, WA",,"G",13890,"G",147926,"G",600470,577,"TACOMA","WA","PIERCE"
"98430","CAMP MURRAY, WA",,"G",16,"G",132,"G",336,5,"CAMP MURRAY","WA","PIERCE"
"98431","TACOMA, WA","H","D",0,"D",0,"D",0,8,"TACOMA","WA","PIERCE"
"98433","TACOMA, WA",,"G",1721,"G",15804,"G",67412,109,"TACOMA","WA","PIERCE"
"98438","MCCHORD AFB, WA",,"G",209,"G",2441,"G",9926,32,"MCCHORD AFB","WA","PIERCE"
"98439","LAKEWOOD, WA","B","S",0,"H",226,"H",1071,12,"LAKEWOOD","WA","PIERCE"
"98443","TACOMA, WA",,"G",620,"H",5997,"H",31578,72,"TACOMA","WA","PIERCE"
"98444","TACOMA, WA",,"G",7764,"G",61765,"G",255644,582,"TACOMA","WA","PIERCE"
"98445","TACOMA, WA",,"G",2667,"G",18571,"G",82758,297,"TACOMA","WA","PIERCE"
"98446","TACOMA, WA",,"H",2324,"H",24696,"H",106713,183,"TACOMA","WA","PIERCE"
"98447","TACOMA, WA","G","D",0,"D",0,"D",0,4,"TACOMA","WA","PIERCE"
"98448","TACOMA, WA",,"G",103,"G",935,"G",3977,7,"TACOMA","WA","PIERCE"
"98464","TACOMA, WA",,"G",36,"G",269,"G",1168,14,"TACOMA","WA","PIERCE"
"98465","TACOMA, WA",,"G",1111,"G",5912,"G",24811,94,"TACOMA","WA","PIERCE"
"98466","TACOMA, WA",,"G",5503,"G",42247,"G",180748,661,"TACOMA","WA","PIERCE"
"98467","UNIVERSITY PLACE, WA",,"G",1365,"G",12600,"G",53917,139,"UNIVERSITY PLACE","WA","PIERCE"
"98490","TACOMA, WA","C","D",0,"D",0,"D",0,2,"TACOMA","WA","PIERCE"
"98493","TACOMA, WA",,"H",28,"H",193,"H",753,4,"TACOMA","WA","PIERCE"
"98496","LAKEWOOD, WA",,"G",248,"G",1099,"G",4195,15,"LAKEWOOD","WA","PIERCE"
"98497","LAKEWOOD, WA","A","D",0,"D",0,"D",0,2,"LAKEWOOD","WA","PIERCE"
"98498","LAKEWOOD, WA",,"G",2108,"G",10416,"G",42801,274,"LAKEWOOD","WA","PIERCE"
"98499","LAKEWOOD, WA",,"G",15690,"G",120893,"G",515558,1247,"LAKEWOOD","WA","PIERCE"
"98501","OLYMPIA, WA",,"G",14095,"G",133696,"G",550660,1332,"OLYMPIA","WA","THURSTON"
"98502","OLYMPIA, WA",,"G",10095,"G",88415,"G",362242,985,"OLYMPIA","WA","THURSTON"
"98503","LACEY, WA",,"G",10579,"G",91945,"G",382650,710,"LACEY","WA","THURSTON"
"98504","OLYMPIA, WA","B","D",0,"D",0,"D",0,13,"OLYMPIA","WA","THURSTON"
"98505","OLYMPIA, WA",,"H",107,"H",531,"H",1874,5,"OLYMPIA","WA","THURSTON"
"98506","OLYMPIA, WA",,"G",7540,"G",84704,"G",373868,601,"OLYMPIA","WA","THURSTON"
"98507","OLYMPIA, WA",,"G",209,"G",1448,"G",6436,33,"OLYMPIA","WA","THURSTON"
"98508","OLYMPIA, WA",,"G",24,"G",477,"G",1945,10,"OLYMPIA","WA","THURSTON"
"98509","LACEY, WA",,"H",118,"G",667,"G",2882,17,"LACEY","WA","THURSTON"
"98511","TUMWATER, WA","C","D",0,"D",0,"D",0,11,"TUMWATER","WA","THURSTON"
"98512","OLYMPIA, WA",,"G",5622,"G",49856,"G",215592,576,"OLYMPIA","WA","THURSTON"
"98513","OLYMPIA, WA",,"G",1429,"G",11257,"G",51827,225,"OLYMPIA","WA","THURSTON"
"98516","OLYMPIA, WA",,"G",9531,"G",68524,"G",288439,544,"OLYMPIA","WA","THURSTON"
"98520","ABERDEEN, WA",,"G",7384,"G",68579,"G",286001,648,"ABERDEEN","WA","GRAYS HARBOR"
"98522","ADNA, WA",,"G",19,"G",97,"G",430,4,"ADNA","WA","LEWIS"
"98524","ALLYN, WA",,"G",254,"H",1689,"H",7857,52,"ALLYN","WA","MASON"
"98526","AMANDA PARK, WA",,"H",97,"G",266,"G",1182,17,"AMANDA PARK","WA","GRAYS HARBOR"
"98527","BAY CENTER, WA",,"G",59,"G",229,"G",1055,5,"BAY CENTER","WA","PACIFIC"
"98528","BELFAIR, WA",,"G",1072,"G",7151,"G",32196,196,"BELFAIR","WA","MASON"
"98530","BUCODA, WA",,"G",8,"G",24,"G",111,3,"BUCODA","WA","THURSTON"
"98531","CENTRALIA, WA",,"G",7767,"G",64619,"G",269505,631,"CENTRALIA","WA","LEWIS"
"98532","CHEHALIS, WA",,"G",8293,"G",62646,"G",269894,690,"CHEHALIS","WA","LEWIS"
"98533","CINEBAR, WA","B","S",0,"S",0,"H",283,7,"CINEBAR","WA","LEWIS"
"98535","COPALIS BEACH, WA",,"G",30,"G",160,"G",641,8,"COPALIS BEACH","WA","GRAYS HARBOR"
"98536","COPALIS CROSSING, WA",,"G",4,"G",5,"G",26,4,"COPALIS CROSSING","WA","GRAYS HARBOR"
"98537","COSMOPOLIS, WA",,"G",525,"G",7894,"G",31365,31,"COSMOPOLIS","WA","GRAYS HARBOR"
"98538","CURTIS, WA",,"G",28,"G",190,"G",977,7,"CURTIS","WA","LEWIS"
"98539","DOTY, WA","A","D",0,"D",0,"D",0,1,"DOTY","WA","LEWIS"
"98540","EAST OLYMPIA, WA",,"G",3,"G",15,"G",65,3,"EAST OLYMPIA","WA","THURSTON"
"98541","ELMA, WA",,"G",1172,"G",9959,"G",43220,159,"ELMA","WA","GRAYS HARBOR"
"98542","ETHEL, WA",,"G",55,"G",454,"G",2099,13,"ETHEL","WA","LEWIS"
"98546","GRAPEVIEW, WA","B","S",0,"G",412,"G",1656,30,"GRAPEVIEW","WA","MASON"
"98547","GRAYLAND, WA",,"G",58,"G",197,"G",945,23,"GRAYLAND","WA","GRAYS HARBOR"
"98548","HOODSPORT, WA",,"H",141,"H",551,"G",2681,35,"HOODSPORT","WA","MASON"
"98550","HOQUIAM, WA",,"G",2114,"G",17077,"G",76511,255,"HOQUIAM","WA","GRAYS HARBOR"
"98552","HUMPTULIPS, WA",,"G",11,"G",52,"G",275,6,"HUMPTULIPS","WA","GRAYS HARBOR"
"98554","LEBAM, WA","A","D",0,"D",0,"D",0,2,"LEBAM","WA","PACIFIC"
"98555","LILLIWAUP, WA",,"H",67,"G",558,"G",2780,7,"LILLIWAUP","WA","MASON"
"98556","LITTLEROCK, WA",,"G",33,"H",75,"H",291,3,"LITTLEROCK","WA","THURSTON"
"98557","MCCLEARY, WA",,"G",479,"H",3564,"H",13828,47,"MCCLEARY","WA","GRAYS HARBOR"
"98558","MCKENNA, WA","C","S",0,"H",1632,"H",6356,17,"MCKENNA","WA","PIERCE"
"98559","MALONE, WA","A","D",0,"D",0,"D",0,1,"MALONE","WA","GRAYS HARBOR"
