"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"97477","SPRINGFIELD, OR",,"G",20475,"G",216863,"G",884493,1056,"SPRINGFIELD","OR","LANE"
"97478","SPRINGFIELD, OR",,"G",3803,"G",27746,"G",119330,470,"SPRINGFIELD","OR","LANE"
"97479","SUTHERLIN, OR",,"G",1387,"G",8449,"G",36262,166,"SUTHERLIN","OR","DOUGLAS"
"97480","SWISSHOME, OR","B","S",0,"S",0,"H",850,4,"SWISSHOME","OR","LANE"
"97481","TENMILE, OR",,"G",13,"H",40,"H",166,9,"TENMILE","OR","DOUGLAS"
"97486","UMPQUA, OR","A","S",0,"H",37,"G",192,6,"UMPQUA","OR","DOUGLAS"
"97487","VENETA, OR",,"G",715,"G",4106,"G",18666,136,"VENETA","OR","LANE"
"97488","VIDA, OR",,"G",104,"G",435,"G",1969,21,"VIDA","OR","LANE"
"97489","WALTERVILLE, OR",,"G",56,"G",242,"G",1258,19,"WALTERVILLE","OR","LANE"
"97490","WALTON, OR","A","D",0,"D",0,"D",0,1,"WALTON","OR","LANE"
"97491","WEDDERBURN, OR",,"G",4,"G",11,"H",104,3,"WEDDERBURN","OR","CURRY"
"97492","WESTFIR, OR","A","D",0,"D",0,"D",0,2,"WESTFIR","OR","LANE"
"97493","WESTLAKE, OR",,"G",66,"G",451,"G",2281,6,"WESTLAKE","OR","LANE"
"97494","WILBUR, OR","A","D",0,"D",0,"D",0,2,"WILBUR","OR","DOUGLAS"
"97495","WINCHESTER, OR","B","S",0,"H",244,"G",1096,13,"WINCHESTER","OR","DOUGLAS"
"97496","WINSTON, OR",,"G",541,"G",3089,"G",13134,82,"WINSTON","OR","DOUGLAS"
"97497","WOLF CREEK, OR",,"G",65,"H",238,"H",973,20,"WOLF CREEK","OR","JOSEPHINE"
"97498","YACHATS, OR",,"G",367,"G",1452,"G",6868,57,"YACHATS","OR","LINCOLN"
"97499","YONCALLA, OR",,"G",144,"G",877,"G",4239,27,"YONCALLA","OR","DOUGLAS"
"97501","MEDFORD, OR",,"G",18144,"G",143711,"G",599554,1441,"MEDFORD","OR","JACKSON"
"97502","CENTRAL POINT, OR",,"G",6024,"G",45682,"G",202981,660,"CENTRAL POINT","OR","JACKSON"
"97503","WHITE CITY, OR",,"G",4137,"G",35887,"G",152291,225,"WHITE CITY","OR","JACKSON"
"97504","MEDFORD, OR",,"G",21124,"G",199143,"G",816933,1461,"MEDFORD","OR","JACKSON"
"97520","ASHLAND, OR",,"G",8136,"G",56998,"G",251786,1017,"ASHLAND","OR","JACKSON"
"97522","BUTTE FALLS, OR",,"G",69,"G",300,"G",1211,14,"BUTTE FALLS","OR","JACKSON"
"97523","CAVE JUNCTION, OR",,"G",717,"G",3482,"G",15450,116,"CAVE JUNCTION","OR","JOSEPHINE"
"97524","EAGLE POINT, OR",,"H",1333,"H",7286,"H",31928,230,"EAGLE POINT","OR","JACKSON"
"97525","GOLD HILL, OR",,"G",479,"G",3400,"G",16448,74,"GOLD HILL","OR","JACKSON"
"97526","GRANTS PASS, OR",,"G",12534,"G",85791,"G",361325,1141,"GRANTS PASS","OR","JOSEPHINE"
"97527","GRANTS PASS, OR",,"G",5836,"G",44263,"G",189019,541,"GRANTS PASS","OR","JOSEPHINE"
"97528","GRANTS PASS, OR",,"G",139,"G",1961,"G",7870,12,"GRANTS PASS","OR","JOSEPHINE"
"97530","JACKSONVILLE, OR",,"G",889,"G",4761,"G",20782,199,"JACKSONVILLE","OR","JACKSON"
"97531","KERBY, OR","B","S",0,"G",118,"G",677,11,"KERBY","OR","JOSEPHINE"
"97532","MERLIN, OR",,"G",295,"G",1647,"G",10402,54,"MERLIN","OR","JOSEPHINE"
"97533","MURPHY, OR","B","D",0,"D",0,"D",0,3,"MURPHY","OR","JOSEPHINE"
"97534","O BRIEN, OR","B","D",0,"D",0,"D",0,4,"O BRIEN","OR","JOSEPHINE"
"97535","PHOENIX, OR",,"G",1088,"G",6872,"G",32077,106,"PHOENIX","OR","JACKSON"
"97536","PROSPECT, OR",,"G",65,"H",313,"H",1654,14,"PROSPECT","OR","JACKSON"
"97537","ROGUE RIVER, OR",,"G",515,"G",2736,"G",11832,117,"ROGUE RIVER","OR","JACKSON"
"97538","SELMA, OR",,"G",63,"G",290,"G",1347,24,"SELMA","OR","JOSEPHINE"
"97539","SHADY COVE, OR",,"G",269,"G",1218,"G",5131,50,"SHADY COVE","OR","JACKSON"
"97540","TALENT, OR",,"G",790,"G",4866,"G",21370,142,"TALENT","OR","JACKSON"
"97541","TRAIL, OR",,"H",33,"H",93,"G",661,13,"TRAIL","OR","JACKSON"
"97543","WILDERVILLE, OR",,"G",10,"G",33,"G",166,5,"WILDERVILLE","OR","JOSEPHINE"
"97544","WILLIAMS, OR",,"H",155,"H",980,"H",4348,28,"WILLIAMS","OR","JOSEPHINE"
"97601","KLAMATH FALLS, OR",,"G",8514,"G",85295,"G",332462,648,"KLAMATH FALLS","OR","KLAMATH"
"97602","KLAMATH FALLS, OR","A","D",0,"D",0,"D",0,2,"KLAMATH FALLS","OR","KLAMATH"
"97603","KLAMATH FALLS, OR",,"G",6023,"G",36032,"G",152898,673,"KLAMATH FALLS","OR","KLAMATH"
"97604","CRATER LAKE, OR","B","D",0,"D",0,"D",0,3,"CRATER LAKE","OR","KLAMATH"
"97620","ADEL, OR","A","D",0,"D",0,"D",0,2,"ADEL","OR","LAKE"
"97621","BEATTY, OR","A","D",0,"D",0,"D",0,2,"BEATTY","OR","KLAMATH"
"97622","BLY, OR",,"G",11,"G",54,"H",470,10,"BLY","OR","KLAMATH"
"97623","BONANZA, OR",,"G",60,"H",325,"G",1403,17,"BONANZA","OR","KLAMATH"
"97624","CHILOQUIN, OR",,"G",488,"H",3669,"H",15142,49,"CHILOQUIN","OR","KLAMATH"
"97625","DAIRY, OR",,"G",18,"G",72,"G",310,6,"DAIRY","OR","KLAMATH"
"97626","FORT KLAMATH, OR",,"G",0,"G",0,"G",38,4,"FORT KLAMATH","OR","KLAMATH"
"97627","KENO, OR","B","S",0,"H",276,"H",1130,12,"KENO","OR","KLAMATH"
"97630","LAKEVIEW, OR",,"G",1006,"G",8162,"G",34525,146,"LAKEVIEW","OR","LAKE"
"97632","MALIN, OR",,"G",151,"G",907,"G",4089,16,"MALIN","OR","KLAMATH"
"97633","MERRILL, OR",,"H",416,"G",2289,"G",10412,42,"MERRILL","OR","KLAMATH"
"97634","MIDLAND, OR","A","D",0,"D",0,"D",0,1,"MIDLAND","OR","KLAMATH"
"97635","NEW PINE CREEK, OR","A","D",0,"D",0,"D",0,3,"NEW PINE CREEK","OR","LAKE"
"97636","PAISLEY, OR",,"G",7,"G",19,"G",133,6,"PAISLEY","OR","LAKE"
"97637","PLUSH, OR","A","D",0,"D",0,"D",0,2,"PLUSH","OR","LAKE"
"97638","SILVER LAKE, OR",,"G",40,"G",209,"G",1044,12,"SILVER LAKE","OR","LAKE"
"97639","SPRAGUE RIVER, OR",,"G",13,"G",15,"G",74,6,"SPRAGUE RIVER","OR","KLAMATH"
"97640","SUMMER LAKE, OR",,"G",8,"S",0,"H",181,4,"SUMMER LAKE","OR","LAKE"
"97641","CHRISTMAS VALLEY, OR","B","S",0,"H",350,"H",1656,17,"CHRISTMAS VALLEY","OR","LAKE"
"97701","BEND, OR",,"G",25056,"G",234927,"G",1002200,2724,"BEND","OR","DESCHUTES"
"97702","BEND, OR",,"G",11637,"G",85244,"G",364978,1429,"BEND","OR","DESCHUTES"
"97707","BEND, OR",,"G",1434,"G",8389,"G",40473,181,"BEND","OR","DESCHUTES"
"97708","BEND, OR",,"G",645,"G",5055,"H",22896,43,"BEND","OR","DESCHUTES"
"97709","BEND, OR",,"H",246,"H",2474,"H",10103,29,"BEND","OR","DESCHUTES"
"97710","FIELDS, OR",,"G",7,"G",66,"G",314,4,"FIELDS","OR","HARNEY"
"97720","BURNS, OR",,"H",947,"G",7240,"H",30740,143,"BURNS","OR","HARNEY"
"97721","PRINCETON, OR","A","D",0,"D",0,"D",0,3,"PRINCETON","OR","HARNEY"
"97722","DIAMOND, OR","A","D",0,"D",0,"D",0,1,"DIAMOND","OR","HARNEY"
"97730","CAMP SHERMAN, OR",,"G",35,"G",193,"G",1187,10,"CAMP SHERMAN","OR","JEFFERSON"
"97731","CHEMULT, OR",,"G",143,"G",606,"G",3229,27,"CHEMULT","OR","KLAMATH"
"97732","CRANE, OR",,"G",42,"H",84,"H",355,4,"CRANE","OR","HARNEY"
"97733","CRESCENT, OR",,"G",101,"G",496,"G",2673,25,"CRESCENT","OR","KLAMATH"
"97734","CULVER, OR",,"H",233,"G",1596,"G",7632,40,"CULVER","OR","JEFFERSON"
"97735","FORT ROCK, OR","A","D",0,"D",0,"D",0,2,"FORT ROCK","OR","LAKE"
"97736","FRENCHGLEN, OR",,"G",32,"G",173,"G",847,3,"FRENCHGLEN","OR","HARNEY"
"97737","GILCHRIST, OR","C","D",0,"D",0,"D",0,7,"GILCHRIST","OR","KLAMATH"
"97738","HINES, OR",,"G",287,"G",1240,"G",5865,39,"HINES","OR","HARNEY"
"97739","LA PINE, OR",,"G",1057,"G",6817,"G",30093,194,"LA PINE","OR","DESCHUTES"
"97741","MADRAS, OR",,"G",2737,"G",20847,"G",93006,265,"MADRAS","OR","JEFFERSON"
"97750","MITCHELL, OR","A","D",0,"D",0,"D",0,3,"MITCHELL","OR","WHEELER"
"97752","POST, OR","A","D",0,"D",0,"D",0,2,"POST","OR","CROOK"
"97753","POWELL BUTTE, OR",,"H",238,"H",1683,"H",8144,56,"POWELL BUTTE","OR","CROOK"
"97754","PRINEVILLE, OR",,"G",3733,"G",27649,"G",114199,415,"PRINEVILLE","OR","CROOK"
"97756","REDMOND, OR",,"G",9537,"G",70718,"G",304753,937,"REDMOND","OR","DESCHUTES"
"97758","RILEY, OR","A","D",0,"D",0,"D",0,1,"RILEY","OR","HARNEY"
"97759","SISTERS, OR",,"G",1651,"G",9114,"G",46806,289,"SISTERS","OR","DESCHUTES"
"97760","TERREBONNE, OR",,"G",311,"G",1709,"G",10392,81,"TERREBONNE","OR","JEFFERSON"
"97761","WARM SPRINGS, OR","E","S",0,"S",0,"H",8645,15,"WARM SPRINGS","OR","JEFFERSON"
"97801","PENDLETON, OR",,"G",7748,"G",56663,"G",236787,565,"PENDLETON","OR","UMATILLA"
"97810","ADAMS, OR",,"G",14,"G",199,"G",741,5,"ADAMS","OR","UMATILLA"
"97812","ARLINGTON, OR",,"H",365,"H",4316,"H",15191,34,"ARLINGTON","OR","GILLIAM"
"97813","ATHENA, OR",,"G",130,"G",821,"G",3863,28,"ATHENA","OR","UMATILLA"
"97814","BAKER CITY, OR",,"G",3287,"G",21653,"G",91548,438,"BAKER CITY","OR","BAKER"
"97817","BATES, OR","A","D",0,"D",0,"D",0,2,"BATES","OR","GRANT"
"97818","BOARDMAN, OR",,"H",1972,"H",21694,"H",88797,76,"BOARDMAN","OR","MORROW"
"97819","BRIDGEPORT, OR","B","D",0,"D",0,"D",0,2,"BRIDGEPORT","OR","BAKER"
"97820","CANYON CITY, OR","B","S",0,"G",244,"G",1175,27,"CANYON CITY","OR","GRANT"
"97823","CONDON, OR",,"H",228,"H",1098,"H",4849,40,"CONDON","OR","GILLIAM"
"97824","COVE, OR","B","S",0,"G",472,"G",2158,30,"COVE","OR","UNION"
"97825","DAYVILLE, OR",,"G",2,"G",3,"H",121,4,"DAYVILLE","OR","GRANT"
"97826","ECHO, OR",,"G",32,"G",202,"G",930,11,"ECHO","OR","UMATILLA"
"97827","ELGIN, OR",,"G",442,"G",4432,"G",17707,40,"ELGIN","OR","UNION"
"97828","ENTERPRISE, OR",,"G",1067,"G",7324,"G",32677,168,"ENTERPRISE","OR","WALLOWA"
"97830","FOSSIL, OR",,"H",138,"H",677,"G",2580,23,"FOSSIL","OR","WHEELER"
"97833","HAINES, OR",,"G",50,"G",297,"G",1400,22,"HAINES","OR","BAKER"
"97834","HALFWAY, OR",,"G",119,"G",533,"G",2304,28,"HALFWAY","OR","BAKER"
"97835","HELIX, OR",,"G",11,"G",135,"G",470,6,"HELIX","OR","UMATILLA"
"97836","HEPPNER, OR",,"H",421,"H",4149,"H",15963,65,"HEPPNER","OR","MORROW"
"97837","HEREFORD, OR",,"G",3,"G",36,"G",199,3,"HEREFORD","OR","BAKER"
"97838","HERMISTON, OR",,"H",8995,"H",73970,"H",322603,567,"HERMISTON","OR","UMATILLA"
"97839","LEXINGTON, OR","B","D",0,"D",0,"D",0,10,"LEXINGTON","OR","MORROW"
"97840","OXBOW, OR","B","D",0,"D",0,"D",0,2,"OXBOW","OR","BAKER"
"97841","IMBLER, OR",,"G",17,"G",79,"G",433,8,"IMBLER","OR","UNION"
"97842","IMNAHA, OR",,"G",3,"G",6,"G",97,3,"IMNAHA","OR","WALLOWA"
"97843","IONE, OR",,"G",50,"G",492,"G",2116,14,"IONE","OR","MORROW"
"97844","IRRIGON, OR",,"H",99,"H",699,"H",2967,22,"IRRIGON","OR","MORROW"
"97845","JOHN DAY, OR",,"G",1111,"G",8267,"G",35773,139,"JOHN DAY","OR","GRANT"
"97846","JOSEPH, OR","E","S",0,"H",1953,"H",10298,120,"JOSEPH","OR","WALLOWA"
"97850","LA GRANDE, OR",,"G",6092,"H",45146,"H",194807,606,"LA GRANDE","OR","UNION"
"97856","LONG CREEK, OR","B","S",0,"H",157,"G",726,11,"LONG CREEK","OR","GRANT"
"97857","LOSTINE, OR",,"G",72,"G",377,"G",1719,23,"LOSTINE","OR","WALLOWA"
"97859","MEACHAM, OR","A","D",0,"D",0,"D",0,1,"MEACHAM","OR","UMATILLA"
"97861","MIKKALO, OR","A","D",0,"D",0,"D",0,1,"MIKKALO","OR","GILLIAM"
"97862","MILTON FREEWATER, OR",,"G",2453,"G",12293,"G",55685,201,"MILTON FREEWATER","OR","UMATILLA"
"97864","MONUMENT, OR",,"G",21,"G",223,"G",941,5,"MONUMENT","OR","GRANT"
"97865","MOUNT VERNON, OR","B","S",0,"H",515,"H",2268,26,"MOUNT VERNON","OR","GRANT"
"97867","NORTH POWDER, OR",,"G",143,"G",454,"G",1951,18,"NORTH POWDER","OR","UNION"
"97868","PILOT ROCK, OR",,"G",143,"G",1133,"G",4905,24,"PILOT ROCK","OR","UMATILLA"
"97869","PRAIRIE CITY, OR","B","S",0,"G",272,"G",1154,26,"PRAIRIE CITY","OR","GRANT"
"97870","RICHLAND, OR","B","S",0,"S",0,"H",2509,13,"RICHLAND","OR","BAKER"
"97873","SENECA, OR",,"G",12,"G",128,"G",651,4,"SENECA","OR","GRANT"
"97874","SPRAY, OR","B","S",0,"G",43,"G",240,7,"SPRAY","OR","WHEELER"
"97875","STANFIELD, OR",,"G",278,"G",2424,"G",11224,22,"STANFIELD","OR","UMATILLA"
"97876","SUMMERVILLE, OR",,"G",18,"G",98,"G",1021,10,"SUMMERVILLE","OR","UNION"
"97877","SUMPTER, OR",,"G",3,"G",6,"G",122,8,"SUMPTER","OR","BAKER"
"97880","UKIAH, OR","A","D",0,"D",0,"D",0,4,"UKIAH","OR","UMATILLA"
"97882","UMATILLA, OR",,"G",681,"G",6229,"G",26752,68,"UMATILLA","OR","UMATILLA"
"97883","UNION, OR",,"H",131,"H",770,"H",3239,41,"UNION","OR","UNION"
"97884","UNITY, OR","A","S",0,"S",0,"G",45,3,"UNITY","OR","BAKER"
"97885","WALLOWA, OR",,"G",103,"G",627,"G",3036,32,"WALLOWA","OR","WALLOWA"
"97886","WESTON, OR",,"G",465,"G",3467,"G",15840,12,"WESTON","OR","UMATILLA"
"97901","ADRIAN, OR",,"H",60,"G",282,"G",1275,11,"ADRIAN","OR","MALHEUR"
"97903","BROGAN, OR","B","D",0,"D",0,"D",0,2,"BROGAN","OR","MALHEUR"
"97904","DREWSEY, OR","A","D",0,"D",0,"D",0,1,"DREWSEY","OR","HARNEY"
"97905","DURKEE, OR","C","D",0,"D",0,"D",0,6,"DURKEE","OR","BAKER"
"97907","HUNTINGTON, OR","A","D",0,"D",0,"D",0,3,"HUNTINGTON","OR","BAKER"
"97908","IRONSIDE, OR","A","D",0,"D",0,"D",0,1,"IRONSIDE","OR","MALHEUR"
"97909","JAMIESON, OR","A","D",0,"D",0,"D",0,1,"JAMIESON","OR","MALHEUR"
"97910","JORDAN VALLEY, OR",,"G",48,"G",147,"G",667,13,"JORDAN VALLEY","OR","MALHEUR"
"97911","JUNTURA, OR","A","D",0,"D",0,"D",0,2,"JUNTURA","OR","MALHEUR"
"97913","NYSSA, OR",,"G",687,"G",4300,"G",18143,76,"NYSSA","OR","MALHEUR"
"97914","ONTARIO, OR",,"G",6878,"G",45796,"G",187233,543,"ONTARIO","OR","MALHEUR"
"97918","VALE, OR",,"G",484,"G",3164,"G",13479,78,"VALE","OR","MALHEUR"
"97920","WESTFALL, OR","A","D",0,"D",0,"D",0,1,"WESTFALL","OR","MALHEUR"
"98001","AUBURN, WA",,"G",27520,"G",338694,"G",1391154,1073,"AUBURN","WA","KING"
"98002","AUBURN, WA",,"G",13136,"G",116109,"G",494266,890,"AUBURN","WA","KING"
"98003","FEDERAL WAY, WA",,"G",20416,"G",209285,"G",822841,1461,"FEDERAL WAY","WA","KING"
"98004","BELLEVUE, WA",,"G",61433,"G",1317447,"G",5388238,2880,"BELLEVUE","WA","KING"
"98005","BELLEVUE, WA",,"G",23946,"G",344098,"G",1471532,1642,"BELLEVUE","WA","KING"
"98006","BELLEVUE, WA",,"G",12435,"G",257271,"G",888058,972,"BELLEVUE","WA","KING"
"98007","BELLEVUE, WA",,"G",13433,"G",193006,"G",785640,910,"BELLEVUE","WA","KING"
"98008","BELLEVUE, WA",,"G",7087,"G",151494,"G",623606,516,"BELLEVUE","WA","KING"
"98009","BELLEVUE, WA",,"G",2009,"G",50054,"G",163041,53,"BELLEVUE","WA","KING"
"98010","BLACK DIAMOND, WA",,"G",389,"G",2684,"G",11828,91,"BLACK DIAMOND","WA","KING"
"98011","BOTHELL, WA",,"G",12439,"G",198890,"G",752690,780,"BOTHELL","WA","KING"
"98012","BOTHELL, WA",,"G",7329,"G",55092,"G",241665,995,"BOTHELL","WA","SNOHOMISH"
"98013","BURTON, WA","C","D",0,"D",0,"D",0,6,"BURTON","WA","KING"
"98014","CARNATION, WA",,"G",629,"G",4305,"G",21324,140,"CARNATION","WA","KING"
"98015","BELLEVUE, WA",,"G",302,"G",3427,"G",14875,22,"BELLEVUE","WA","KING"
"98019","DUVALL, WA",,"G",1271,"G",9700,"G",44815,227,"DUVALL","WA","KING"
"98020","EDMONDS, WA",,"G",4413,"G",41100,"G",189746,735,"EDMONDS","WA","SNOHOMISH"
"98021","BOTHELL, WA",,"G",10853,"G",244036,"G",838925,648,"BOTHELL","WA","SNOHOMISH"
"98022","ENUMCLAW, WA",,"G",5314,"G",48487,"G",191470,563,"ENUMCLAW","WA","KING"
"98023","FEDERAL WAY, WA",,"G",3126,"G",34519,"G",131193,472,"FEDERAL WAY","WA","KING"
"98024","FALL CITY, WA",,"G",560,"G",4088,"G",18405,136,"FALL CITY","WA","KING"
"98025","HOBART, WA",,"H",46,"G",378,"G",1451,5,"HOBART","WA","KING"
"98026","EDMONDS, WA",,"G",6074,"G",61687,"G",267364,733,"EDMONDS","WA","SNOHOMISH"
"98027","ISSAQUAH, WA",,"G",17605,"G",295758,"G",1298786,1191,"ISSAQUAH","WA","KING"
"98028","KENMORE, WA",,"G",3152,"G",30648,"G",121367,449,"KENMORE","WA","KING"
"98029","ISSAQUAH, WA",,"G",5936,"H",113770,"H",508778,414,"ISSAQUAH","WA","KING"
"98030","KENT, WA",,"G",2805,"G",18003,"G",78718,426,"KENT","WA","KING"
"98031","KENT, WA",,"G",8827,"G",91904,"G",381190,657,"KENT","WA","KING"
"98032","KENT, WA",,"G",43621,"G",581957,"G",2353294,2040,"KENT","WA","KING"
"98033","KIRKLAND, WA",,"G",21144,"G",359507,"G",1427725,1684,"KIRKLAND","WA","KING"
"98034","KIRKLAND, WA",,"G",16772,"G",212705,"G",900498,1301,"KIRKLAND","WA","KING"
"98035","KENT, WA",,"G",513,"G",6640,"G",35946,21,"KENT","WA","KING"
"98036","LYNNWOOD, WA",,"G",16009,"G",139684,"G",584926,1418,"LYNNWOOD","WA","SNOHOMISH"
"98037","LYNNWOOD, WA",,"G",9907,"G",81854,"G",329264,921,"LYNNWOOD","WA","SNOHOMISH"
"98038","MAPLE VALLEY, WA",,"G",3713,"G",27231,"G",123524,576,"MAPLE VALLEY","WA","KING"
"98039","MEDINA, WA",,"G",217,"G",2434,"G",11635,59,"MEDINA","WA","KING"
"98040","MERCER ISLAND, WA",,"G",6519,"G",80590,"G",328593,725,"MERCER ISLAND","WA","KING"
"98041","BOTHELL, WA","F","D",0,"D",0,"D",0,24,"BOTHELL","WA","KING"
"98042","KENT, WA",,"G",4820,"G",33121,"G",144283,663,"KENT","WA","KING"
"98043","MOUNTLAKE TERRACE, WA",,"G",7201,"G",94771,"G",375274,396,"MOUNTLAKE TERRACE","WA","SNOHOMISH"
"98045","NORTH BEND, WA",,"G",2765,"G",18885,"G",80502,396,"NORTH BEND","WA","KING"
"98046","LYNNWOOD, WA",,"G",208,"S",0,"H",7370,23,"LYNNWOOD","WA","SNOHOMISH"
"98047","PACIFIC, WA",,"G",3218,"G",37567,"G",166678,153,"PACIFIC","WA","KING"
"98050","PRESTON, WA",,"H",1431,"H",20088,"H",90540,43,"PRESTON","WA","KING"
"98051","RAVENSDALE, WA",,"G",343,"G",2691,"G",13879,67,"RAVENSDALE","WA","KING"
"98052","REDMOND, WA",,"H",79226,"H",2101158,"H",10133823,2358,"REDMOND","WA","KING"
"98053","REDMOND, WA",,"H",3181,"H",33355,"H",150789,394,"REDMOND","WA","KING"
"98055","RENTON, WA",,"G",31024,"G",543742,"G",2111969,674,"RENTON","WA","KING"
"98056","RENTON, WA",,"G",3889,"H",49467,"H",296495,472,"RENTON","WA","KING"
"98057","RENTON, WA",,"G",20129,"G",261995,"G",1097877,852,"RENTON","WA","KING"
"98058","RENTON, WA",,"G",2093,"G",14815,"G",63523,381,"RENTON","WA","KING"
"98059","RENTON, WA",,"G",2939,"G",22001,"G",101904,535,"RENTON","WA","KING"
"98061","ROLLINGBAY, WA","A","S",0,"G",96,"G",366,5,"ROLLINGBAY","WA","KITSAP"
"98062","SEAHURST, WA","A","D",0,"D",0,"D",0,2,"SEAHURST","WA","KING"
"98063","FEDERAL WAY, WA",,"G",222,"G",2802,"G",11602,17,"FEDERAL WAY","WA","KING"
"98064","KENT, WA","C","D",0,"D",0,"D",0,16,"KENT","WA","KING"
"98065","SNOQUALMIE, WA",,"H",4457,"G",47666,"G",195480,286,"SNOQUALMIE","WA","KING"
"98068","SNOQUALMIE PASS, WA",,"G",1199,"G",3602,"G",7933,27,"SNOQUALMIE PASS","WA","KITTITAS"
"98070","VASHON, WA",,"G",1996,"G",14342,"G",65168,360,"VASHON","WA","KING"
"98071","AUBURN, WA","E","S",0,"H",5331,"H",20091,19,"AUBURN","WA","KING"
"98072","WOODINVILLE, WA",,"G",16944,"G",193649,"G",803148,1324,"WOODINVILLE","WA","KING"
"98073","REDMOND, WA",,"G",1890,"G",21436,"G",96711,44,"REDMOND","WA","KING"
"98074","SAMMAMISH, WA",,"G",1913,"G",14768,"G",69144,415,"SAMMAMISH","WA","KING"
"98075","SAMMAMISH, WA",,"G",1575,"G",11047,"G",49817,321,"SAMMAMISH","WA","KING"
"98077","WOODINVILLE, WA",,"G",558,"G",5475,"G",26543,180,"WOODINVILLE","WA","KING"
"98082","MILL CREEK, WA",,"G",309,"G",2001,"G",9215,24,"MILL CREEK","WA","SNOHOMISH"
"98083","KIRKLAND, WA",,"G",250,"G",4685,"G",21657,37,"KIRKLAND","WA","KING"
"98087","LYNNWOOD, WA",,"G",4041,"G",44798,"G",181736,481,"LYNNWOOD","WA","SNOHOMISH"
"98089","KENT, WA","A","D",0,"D",0,"D",0,2,"KENT","WA","KING"
"98092","AUBURN, WA",,"G",1955,"G",13816,"G",63932,394,"AUBURN","WA","KING"
"98093","FEDERAL WAY, WA","A","S",0,"G",134,"G",578,14,"FEDERAL WAY","WA","KING"
"98101","SEATTLE, WA",,"G",71648,"G",1472431,"G",5872529,2966,"SEATTLE","WA","KING"
"98102","SEATTLE, WA",,"G",8616,"G",127553,"G",546139,721,"SEATTLE","WA","KING"
"98103","SEATTLE, WA",,"G",16691,"G",248136,"G",1010511,1771,"SEATTLE","WA","KING"
"98104","SEATTLE, WA",,"G",41958,"G",829001,"G",3358315,2151,"SEATTLE","WA","KING"
"98105","SEATTLE, WA",,"G",22736,"G",228446,"G",1054054,1266,"SEATTLE","WA","KING"
"98106","SEATTLE, WA",,"G",4761,"G",56324,"G",242702,384,"SEATTLE","WA","KING"
"98107","SEATTLE, WA",,"G",12197,"G",129557,"G",568111,1170,"SEATTLE","WA","KING"
"98108","SEATTLE, WA",,"G",25137,"G",337799,"G",1391147,1216,"SEATTLE","WA","KING"
"98109","SEATTLE, WA",,"G",41940,"G",789691,"G",3513510,1579,"SEATTLE","WA","KING"
"98110","BAINBRIDGE ISLAND, WA",,"G",5240,"G",50237,"G",216136,870,"BAINBRIDGE ISLAND","WA","KITSAP"
"98111","SEATTLE, WA","G","D",0,"D",0,"D",0,14,"SEATTLE","WA","KING"
"98112","SEATTLE, WA",,"G",5594,"G",58560,"G",238270,584,"SEATTLE","WA","KING"
"98113","SEATTLE, WA",,"G",30,"G",321,"G",1449,7,"SEATTLE","WA","KING"
"98114","SEATTLE, WA",,"G",150,"G",1315,"G",4356,13,"SEATTLE","WA","KING"
"98115","SEATTLE, WA",,"G",8889,"G",75910,"G",322036,1161,"SEATTLE","WA","KING"
"98116","SEATTLE, WA",,"G",4870,"G",35814,"G",155316,732,"SEATTLE","WA","KING"
"98117","SEATTLE, WA",,"G",3583,"G",25002,"G",115288,661,"SEATTLE","WA","KING"
"98118","SEATTLE, WA",,"G",7265,"G",62297,"G",258265,718,"SEATTLE","WA","KING"
"98119","SEATTLE, WA",,"G",20446,"H",376001,"H",1412481,884,"SEATTLE","WA","KING"
"98121","SEATTLE, WA",,"G",27027,"G",500582,"G",1999931,1578,"SEATTLE","WA","KING"
"98122","SEATTLE, WA",,"G",18693,"G",197570,"G",852123,1123,"SEATTLE","WA","KING"
"98124","SEATTLE, WA","G","D",0,"D",0,"D",0,34,"SEATTLE","WA","KING"
"98125","SEATTLE, WA",,"G",9996,"G",76023,"G",315673,1034,"SEATTLE","WA","KING"
"98126","SEATTLE, WA",,"G",3969,"G",29466,"G",128227,353,"SEATTLE","WA","KING"
"98127","SEATTLE, WA",,"G",50,"H",658,"H",2558,7,"SEATTLE","WA","KING"
"98129","SEATTLE, WA","A","D",0,"D",0,"D",0,1,"SEATTLE","WA","KING"
"98132","SEATTLE, WA","A","D",0,"D",0,"D",0,2,"SEATTLE","WA","KING"
"98133","SEATTLE, WA",,"G",16278,"G",154953,"G",638967,1235,"SEATTLE","WA","KING"
"98134","SEATTLE, WA",,"H",27328,"H",565163,"H",2485962,861,"SEATTLE","WA","KING"
"98136","SEATTLE, WA",,"G",1599,"G",13004,"G",57648,318,"SEATTLE","WA","KING"
"98138","SEATTLE, WA","E","D",0,"D",0,"D",0,18,"SEATTLE","WA","KING"
"98139","SEATTLE, WA",,"G",20,"G",395,"G",1638,9,"SEATTLE","WA","KING"
"98141","SEATTLE, WA","A","D",0,"D",0,"D",0,1,"SEATTLE","WA","KING"
"98144","SEATTLE, WA",,"G",10051,"G",93316,"G",414930,735,"SEATTLE","WA","KING"
"98145","SEATTLE, WA",,"G",10,"G",119,"G",645,7,"SEATTLE","WA","KING"
